Project Name,Package Name,Architecture Smell,Cause of the Smell
SPL_Sep3,Duplicity_Checker_package.Code,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Aboutus; Back_Button; ButtonSound; Capitalization; check_extension; Duplicity_Folder; Duplicity_Random_File; file_read; Home; Panel_BackButton_Template; save_file; Sorting_result; Spell_Check; SplashScreen; User_GuideLines; Basic_Frame_Duplicity; Frame_Container_Template; highlight_text]; [Duplicity_Folder.local1]; [Duplicity_Folder.local2]; [highlight_text.MyHighlightPainter]; [MainClass]. LCC (Lack of Component Cohesion) = 0.23
